Ticker,Underlying Asset Price,Trade Date,Trade Time,Strike,Last Price,Original BSP,Adjusted BSP,Bid,Ask,Volume,Open Interest,Implied Volatility,Adjusted Volatility
AOS,68.79000091552734,2023-05-08,19:47:45,80.0,0.1,0.09042274948927087,3.1538154747790003e-06,0.0,0.0,2.0,0.0,0.2500075,0.1018186333368258
AOS,68.79000091552734,2023-05-12,13:51:53,85.0,0.15,3.531325931108622,0.6910832524980925,0.0,0.25,,1.0,0.999023447265625,0.5466139087863111
ABT,101.69000244140625,2023-06-06,13:30:25,60.0,44.12,42.523534848073986,41.78607784883602,41.5,42.1,3.0,6.0,2.1015672460937496,1.14986879448001
ABT,101.69000244140625,2023-03-14,18:48:14,65.0,33.5,72.67491068110719,47.1119854986899,38.75,39.5,2.0,2.0,3.5712901342773433,1.475314608680954
ABT,101.69000244140625,2023-01-11,19:21:51,70.0,43.3,92.41385051864495,54.32108218161612,38.5,39.35,1.0,8.0,4.867191416015624,1.6923823580375
ABT,101.69000244140625,2023-03-28,18:15:16,75.0,22.95,77.65586026778847,45.88850228181936,34.65,35.4,6.0,11.0,4.632328428344727,1.9136338817590803
ABT,101.69000244140625,2023-06-05,19:29:57,80.0,23.9,22.725435845241407,21.852795891834518,21.55,22.15,1.0,82.0,1.125004375,0.615544150143402
ABT,101.69000244140625,2023-06-09,18:22:21,85.0,16.85,17.076476403316676,16.778121956635445,16.55,17.1,7.0,123.0,0.8535170898437501,0.4670003631770239
ABT,101.69000244140625,2023-06-01,16:11:00,90.0,12.44,13.115213581334373,11.90256233736045,11.65,12.1,1.0,145.0,0.6640658593750002,0.2743283313945746
ABT,101.69000244140625,2023-06-05,17:14:59,95.0,8.87,7.983533739427443,7.0179744770911725,6.65,7.1,6.0,276.0,0.52539537109375,0.287469146232591
ABT,101.69000244140625,2023-06-08,18:10:35,97.0,3.9,5.601347924238652,4.925405112585693,4.7,5.15,7.0,51.0,0.4272518212890626,0.23377007687867588
ABT,101.69000244140625,2023-06-09,14:25:26,98.0,3.3,4.387102015571429,3.7950627419126306,3.8,4.1,13.0,8.0,0.3505924316406249,0.1256521905118136
ABT,101.69000244140625,2023-06-09,16:02:11,99.0,3.0,3.549769751814651,2.7922752597838496,2.82,3.25,2.0,12.0,0.33008482421874996,0.08906408229505562
ABT,101.69000244140625,2023-06-09,17:58:10,100.0,2.13,2.5487174169444273,2.001702979586071,2.06,2.28,31.0,1170.0,0.26709717285156254,0.14614174479865505
ABT,101.69000244140625,2023-06-09,19:08:04,101.0,1.34,1.745958640097193,1.1812866201481,1.4,1.49,28.0,97.0,0.2348709326171875,0.12850921456304107
ABT,101.69000244140625,2023-06-09,19:55:44,102.0,0.9,1.0893441453445476,0.48384821567499614,0.82,0.86,80.0,251.0,0.21192194335937498,0.10366865462602987
ABT,101.69000244140625,2023-06-09,19:49:46,103.0,0.47,0.6505456921012822,0.20343385895318988,0.41,0.46,180.0,998.0,0.20459779785156246,0.11194532252352492
ABT,101.69000244140625,2023-06-09,19:38:55,104.0,0.21,0.38887284176402304,0.0637531289687896,0.14,0.24,166.0,210.0,0.20752745605468748,0.11354827981767165
ABT,101.69000244140625,2023-06-09,19:57:25,105.0,0.12,0.22879299329484937,0.017228622386066927,0.05,0.12,80.0,5619.0,0.21289849609375,0.11648703485694066
ABT,101.69000244140625,2023-06-09,19:57:25,106.0,0.06,0.17064960973593024,0.007091888621122422,0.0,0.08,41.0,659.0,0.23438265625,0.12824205501401661
ABT,101.69000244140625,2023-06-09,19:48:21,107.0,0.05,0.13685851388573944,0.003424173335580094,0.02,0.06,9.0,972.0,0.257819921875,0.1410657133671904
ABT,101.69000244140625,2023-06-07,14:25:52,108.0,0.04,0.20592575270264746,0.00684182221847629,0.03,0.05,10.0,227.0,0.28516339843749994,0.15602664811255976
ABT,101.69000244140625,2023-06-07,19:52:46,109.0,0.05,0.18399730347268317,0.004468459863861796,0.0,0.04,492.0,769.0,0.3086006640625,0.16885030646573357
ABT,101.69000244140625,2023-06-09,19:07:07,110.0,0.03,0.08618312550992435,0.0006507043519947686,0.02,0.03,39.0,10532.0,0.32813171874999997,0.17953668842671172
ABT,101.69000244140625,2023-06-09,17:56:25,111.0,0.02,0.08734388129886828,0.0005722857948456395,0.01,0.03,66.0,356.0,0.35938140625,0.19663489956427677
ABT,101.69000244140625,2023-06-09,15:01:31,112.0,0.01,0.08928015417400559,2.6126386053641e-07,0.0,0.03,1.0,14.0,0.39063109375,0.1426378113147871
ABT,101.69000244140625,2023-06-08,14:16:17,113.0,0.02,0.13116786476152775,0.001153391952651156,0.0,0.03,2.0,122.0,0.42188078125,0.23083132183940683
ABT,101.69000244140625,2023-06-09,19:20:32,114.0,0.02,0.09042098406834098,0.0004166241047710989,0.0,0.03,1.0,10.0,0.44922425781249997,0.24579225658477624
ABT,101.69000244140625,2023-06-09,19:20:38,115.0,0.02,0.0897442151001906,0.00036493436838917065,0.0,0.03,4.0,7278.0,0.476567734375,0.26075319133014563
ABT,101.69000244140625,2023-05-30,13:42:48,116.0,0.01,0.5716817795101488,0.0239168384105235,0.0,0.02,,5.0,0.4804739453125,0.26289046772234126
ABT,101.69000244140625,2023-05-22,14:07:46,117.0,0.08,1.3256022160716654,0.12358546117911429,0.0,0.03,,5.0,0.5351608984375,0.2928123372130801
ABT,101.69000244140625,2023-05-22,15:34:37,118.0,0.05,1.0581119527613723,0.0019896280001742706,0.0,0.03,,1.0,0.51562984375,0.18480153452617806
ABT,101.69000244140625,2023-06-09,15:03:48,120.0,0.03,0.058803764641019995,7.785807715822435e-05,0.0,0.03,16.0,3145.0,0.570316796875,0.31204782474284076
ABT,101.69000244140625,2023-05-30,14:24:17,125.0,0.01,0.6451420635403622,4.42356906078914e-06,0.0,0.03,2.0,1084.0,0.6875031250000001,0.21218491413634713
ABT,101.69000244140625,2023-05-22,19:36:49,130.0,0.03,1.4474008029255074,0.00045338992505356696,0.0,0.03,12.0,684.0,0.79687703125,0.2639844728054846
ABT,101.69000244140625,2023-05-22,19:37:31,135.0,0.02,1.6121309229661769,2.2326025947979147e-06,0.0,0.03,76.0,315.0,0.9062509375,0.22966987778348677
ABT,101.69000244140625,2023-05-16,16:26:13,140.0,0.01,3.00317640709277,0.018506362875424676,0.0,0.05,3.0,447.0,1.0703171484375003,0.4105502907585001
ABT,101.69000244140625,2023-05-02,16:58:02,145.0,0.03,0.18684281788181023,1.6663362847778017e-10,0.0,0.0,1.0,0.0,0.500005,0.15796263613162234
ABT,101.69000244140625,2023-03-07,19:07:17,150.0,0.01,13.551459783667116,3.233766465650149,0.0,0.04,10.0,96.0,1.2343788281249999,0.6753881883465667
ABT,101.69000244140625,2023-02-10,17:22:19,155.0,0.06,23.068728030547074,3.2961352974516664,0.0,0.15,2.0,12.0,1.54297103515625,0.6374076659549299
ABT,101.69000244140625,2023-03-17,13:31:17,160.0,0.06,18.83403313921214,2.5937033175916184,0.0,0.16,1.0,23.0,1.65625171875,0.7364819270320708
ABT,101.69000244140625,2023-01-19,16:24:40,165.0,0.16,32.7163517117289,11.268747556847611,0.0,0.26,2.0,3.0,1.86328193359375,1.0194914080147641
ABT,101.69000244140625,2023-02-01,16:06:25,170.0,0.09,32.03547074169094,10.594903839141956,0.0,0.26,2.0,15.0,1.95703146484375,1.070786297903191
ABT,101.69000244140625,2023-01-19,16:22:26,175.0,0.1,35.92365221641265,9.531922967688384,0.0,0.26,2.0,3.0,2.050786123046875,1.0032101203482862
ABT,101.69000244140625,2023-04-26,15:19:51,180.0,0.01,6.43797850701144,0.047518981269843996,0.0,0.01,2.0,335.0,1.5312523437499999,0.5873549684492481
ABBV,138.17999267578125,2023-04-04,15:40:10,70.0,90.15,128.17186544612917,78.40857487529964,77.3,78.2,25.0,0.0,7.275879811401367,1.922004818181031
ABBV,138.17999267578125,2023-05-31,19:50:00,75.0,63.25,65.50379499923578,63.34801773043256,63.0,63.55,,1.0,2.2578168554687497,0.4153504873396734
ABBV,138.17999267578125,2023-04-12,19:45:34,80.0,82.2,117.7415294103211,79.51425499100836,67.1,67.75,3.0,0.0,6.102053153686522,2.583787019894832
ABBV,138.17999267578125,2023-05-26,18:00:03,90.0,47.85,52.02945523656986,48.46892905351844,48.0,48.65,6.0,6.0,1.7421887890624999,0.6849913932099816
ABBV,138.17999267578125,2023-04-27,18:11:38,95.0,55.75,51.60767568585615,45.161157336824175,42.3,43.25,2.0,2.0,1.3984405078125,0.7651542456513138
ABBV,138.17999267578125,2023-06-08,17:03:19,100.0,37.84,38.752138559401416,38.29630288935316,38.05,38.55,2.0,64.0,1.3203158984374999,0.7224085040776247
ABBV,138.17999267578125,2023-05-17,13:35:52,105.0,37.85,38.257504456741714,34.259738081606415,33.05,33.6,1.0,92.0,1.1796916015624999,0.6454661692449843
ABBV,138.17999267578125,2023-06-08,18:48:33,110.0,27.45,28.912356697362938,28.31525069502058,28.0,28.75,2.0,44.0,1.056645341796875,0.5781416262664241
ABBV,138.17999267578125,2023-05-31,19:50:00,115.0,23.35,25.061323788882405,23.438594247432036,23.1,23.55,1.0,62.0,0.8359391406249999,0.27041355358511376
ABBV,138.17999267578125,2023-06-02,13:46:52,120.0,15.35,19.47675573057853,18.417511783028004,18.1,18.5,1.0,63.0,0.648441015625,0.24267867483875086
ABBV,138.17999267578125,2023-06-08,13:33:19,125.0,12.15,13.77161784902384,13.320092163968596,13.15,13.55,5.0,52.0,0.5224657128906249,0.13517595213330044
ABBV,138.17999267578125,2023-06-01,15:24:34,126.0,8.4,14.33001077670528,12.720919440984275,12.15,12.55,,2.0,0.5844768115234374,0.31979545166454987
ABBV,138.17999267578125,2023-06-06,16:07:46,127.0,9.09,12.665270637276365,11.362701619344506,11.15,11.65,1.0,16.0,0.5830119824218749,0.19347981134662556
ABBV,138.17999267578125,2023-06-08,14:56:39,128.0,9.3,11.271493249509831,10.41426999955766,10.2,10.65,1.0,49.0,0.5429733203125001,0.2970868899974714
ABBV,138.17999267578125,2023-06-09,13:46:59,129.0,8.9,9.93315824008333,9.351100938260643,9.2,9.55,1.0,4.0,0.46924358886718753,0.2567457980947789
ABBV,138.17999267578125,2023-06-07,19:29:46,130.0,8.59,9.394394003097204,8.363384467972566,8.2,8.65,1.0,138.0,0.46191944335937507,0.1816168517694247
ABBV,138.17999267578125,2023-06-08,17:41:23,133.0,5.25,6.226621800802576,5.391195307662926,5.35,5.7,12.0,104.0,0.348639326171875,0.15881787369413344
ABBV,138.17999267578125,2023-06-09,19:08:08,134.0,4.19,5.059120875409192,4.432623972234964,4.5,4.7,2.0,522.0,0.3042061767578125,0.16644587052451348
ABBV,138.17999267578125,2023-06-09,18:07:21,135.0,3.9,4.219741561466861,3.4732648932841244,3.6,3.85,36.0,6575.0,0.28833719482421866,0.14768287163677912
ABBV,138.17999267578125,2023-06-09,19:54:49,136.0,2.9,3.353373289421725,2.373493119318212,2.75,2.99,74.0,318.0,0.2624585473632813,0.08694563720867582
ABBV,138.17999267578125,2023-06-09,19:59:20,137.0,2.2,2.5032937595541256,1.7637499910900942,2.09,2.16,883.0,2317.0,0.2329178271484375,0.12744057636694325
ABBV,138.17999267578125,2023-06-09,19:43:26,138.0,1.44,1.8744256651546038,0.7954869531199762,1.45,1.54,397.0,930.0,0.22461712890624996,0.08201829338118041
ABBV,138.17999267578125,2023-06-09,19:57:29,139.0,1.05,1.3133166093721513,0.5926832238718873,0.96,1.01,462.0,511.0,0.2133867724609375,0.11675419440596511
ABBV,138.17999267578125,2023-06-09,19:59:20,140.0,0.67,0.9050556646979828,0.2829700243287583,0.61,0.64,975.0,6211.0,0.20948056152343747,0.11461691801376947
ABBV,138.17999267578125,2023-06-09,19:49:27,141.0,0.39,0.6365439047323278,0.10145647337335184,0.37,0.41,518.0,555.0,0.21289849609375,0.10904407004945899
ABBV,138.17999267578125,2023-06-09,19:57:35,142.0,0.24,0.47479110178775485,0.061069802791180905,0.22,0.28,232.0,457.0,0.22315229980468748,0.12209738538645418
ABBV,138.17999267578125,2023-06-09,19:59:47,143.0,0.15,0.35212278178540046,0.008176217538039543,0.14,0.19,39.0,647.0,0.23242955078125,0.10588010091713691
ABBV,138.17999267578125,2023-06-09,18:45:21,144.0,0.1,0.2645337408477779,0.012806861554044868,0.1,0.13,37.0,1499.0,0.242195078125,0.13251660779840788
ABBV,138.17999267578125,2023-06-09,19:38:07,145.0,0.1,0.21919144034441018,4.445442397701428e-05,0.07,0.1,543.0,5590.0,0.257819921875,0.09185381448114868
ABBV,138.17999267578125,2023-06-09,19:23:37,146.0,0.06,0.22263220273879192,0.006269891197802635,0.06,0.1,158.0,370.0,0.28613995117187496,0.1565609672106087
ABBV,138.17999267578125,2023-06-09,19:43:34,147.0,0.05,0.14946190306021734,0.002195300783923382,0.04,0.06,135.0,697.0,0.28516339843749994,0.15602664811255976
ABBV,138.17999267578125,2023-06-09,19:24:58,148.0,0.03,0.1344512916590972,0.0014868818741878842,0.03,0.05,29.0,162.0,0.30274134765625,0.16564439187744012
ABBV,138.17999267578125,2023-06-09,19:22:15,149.0,0.03,0.1152374386782693,0.0009033692851853903,0.0,0.04,85.0,946.0,0.31641308593749995,0.1731248592501248
ABBV,138.17999267578125,2023-06-09,19:24:06,150.0,0.03,0.11681091642970909,0.00012272761104240026,0.02,0.04,180.0,8793.0,0.3398503515625,0.1623861468241449
ABBV,138.17999267578125,2023-06-07,17:41:41,152.5,0.01,0.1837950110068869,0.0018608282758710848,0.01,0.03,10.0,352.0,0.3789124609375,0.2073212815252549
ABBV,138.17999267578125,2023-06-09,18:57:01,155.0,0.02,0.06943276759410022,3.046291538337093e-10,0.0,0.02,57.0,6784.0,0.4101621484375,0.13587596865503
ABBV,138.17999267578125,2023-06-01,13:31:41,157.5,0.02,0.528761246714387,0.014208257577546957,0.0,0.02,3.0,67.0,0.46094289062500005,0.25220408576136316
ABBV,138.17999267578125,2023-06-09,19:13:13,160.0,0.04,0.07303490553158731,0.00010318436336485652,0.0,0.02,97.0,9574.0,0.507817421875,0.2778514024677107
ABBV,138.17999267578125,2023-05-31,13:33:24,162.5,0.01,0.4932743602611307,0.0002760513567441718,0.0,0.02,4.0,33.0,0.51562984375,0.21300880425672414
ABBV,138.17999267578125,2023-06-09,18:54:13,165.0,0.01,0.047575275862119515,2.444396774817009e-05,0.0,0.02,13.0,12885.0,0.5625043750000001,0.30777327195844956
ABBV,138.17999267578125,2023-06-02,19:57:56,167.5,0.03,0.39895567582809743,0.004371676728557705,0.0,0.02,13.0,26.0,0.6015664843750002,0.32914603588040586
ABBV,138.17999267578125,2023-06-09,15:58:17,170.0,0.01,0.046088795276954864,1.6988848192174815e-05,0.0,0.02,6.0,6809.0,0.64062859375,0.3505187998023621
ABBV,138.17999267578125,2023-06-09,14:06:21,175.0,0.01,0.032322342412381744,1.0160602178717912e-06,0.0,0.01,1.0,4819.0,0.6875031250000001,0.35213089945318216
ABBV,138.17999267578125,2023-05-31,19:25:30,180.0,0.01,1.5835274932939356,0.06213451924822788,0.0,0.14,1.0,1750.0,0.9882813671875,0.5407363987077731
ABBV,138.17999267578125,2023-05-15,19:09:49,185.0,0.03,4.359422155687561,0.43548635364356514,0.0,0.09,6.0,473.0,1.01953615234375,0.5578373990189217
ABBV,138.17999267578125,2023-04-28,19:00:24,190.0,0.08,6.179364500023439,0.7740910796574898,0.0,0.03,4.0,513.0,0.98437515625,0.5385991223155775
ABBV,138.17999267578125,2023-04-13,14:32:22,195.0,0.03,10.59883011266107,1.8980696324859032,0.0,0.06,2.0,196.0,1.125004375,0.615544150143402
ABBV,138.17999267578125,2023-05-26,19:50:24,200.0,0.03,1.9304354858614232,0.0611365795989538,0.0,0.04,6.0,695.0,1.1484417578125,0.6283678726155087
ABBV,138.17999267578125,2023-03-24,14:27:25,210.0,0.06,18.188903645626283,1.7108987111145382,0.0,0.09,10.0,129.0,1.3906280468749999,0.5991602886960901
ABBV,138.17999267578125,2023-03-16,13:50:33,220.0,0.03,20.734033129562647,1.6610042524334663,0.0,0.07,84.0,444.0,1.484377578125,0.613202468426554
ABBV,138.17999267578125,2022-12-30,17:43:23,230.0,0.1,46.975591976161994,16.298511284186837,0.0,0.23,2.0,10.0,1.8398445507812498,1.0066676855426573
ABBV,138.17999267578125,2023-02-02,15:54:48,240.0,0.01,44.51527762490356,3.897763260201682,0.0,0.3,1.0,33.0,2.0351611621093753,0.7076505836987503
ACN,308.7200012207031,2023-04-10,17:27:45,125.0,155.8,184.88849584304347,184.88849584304347,143.7,146.3,2.0,0.0,1.0000000000000003e-05,4.131041033381307e-06
ACN,308.7200012207031,2023-05-30,19:13:32,165.0,146.0,152.1195775137937,144.60957811902713,142.8,145.6,30.0,10.0,2.5898472753906248,1.4170303472211185
ACN,308.7200012207031,2023-03-15,14:44:23,175.0,71.0,135.9865911668744,135.9865911668744,104.1,107.0,,2.0,1.0000000000000003e-05,5.471482278843602e-06
ACN,308.7200012207031,2023-05-25,19:18:09,180.0,112.6,140.9041747411342,130.4222766187894,127.4,131.1,,10.0,2.3007854980468747,1.258870707998382
ACN,308.7200012207031,2022-09-28,14:53:17,190.0,79.0,125.54579904210095,125.54579904210095,103.2,107.2,,4.0,1.0000000000000003e-05,5.471482278843602e-06
ACN,308.7200012207031,2022-09-28,14:53:47,195.0,75.0,120.72542530055878,120.72542530055878,98.7,102.6,,5.0,1.0000000000000003e-05,5.471482278843602e-06
ACN,308.7200012207031,2023-05-31,14:43:45,200.0,106.0,115.88322044196045,109.61691880072155,107.3,111.2,1.0,32.0,1.8994145654296877,1.0392613134925954
ACN,308.7200012207031,2022-11-30,18:57:45,220.0,81.61,94.7421928991431,94.7421928991431,55.1,56.9,1.0,3.0,1.0000000000000003e-05,5.471482278843602e-06
ACN,308.7200012207031,2023-03-27,18:23:56,230.0,47.7,81.31674646160488,81.31674646160488,42.1,44.8,1.0,35.0,1.0000000000000003e-05,5.471482278843602e-06
ACN,308.7200012207031,2023-05-10,18:02:52,240.0,29.8,82.6045063902815,70.20205266168222,68.0,70.1,8.0,58.0,1.0976607617187502,0.3910649232879433
